"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/VRTemplate/Materials/M_Projectile.M_Projectile","21","21","4","1","155.288147","0","96"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","21","8","1","1","79.976295","0","43"
"/Game/StarterContent/Materials/M_Glass.M_Glass","21","44","1","1","253.331085","0","1022"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","21","63","1","1","269.100891","0","2020"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","21","63","1","1","127.203606","0","1931"
"/Game/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","21","63","1","1","143.238892","0","1961"
"/Game/StarterContent/Materials/Goal_Material.Goal_Material","21","63","1","1","137.936234","0","1868"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","21","2","2","1","1.469784","0","3"
"/Game/FPWeapon/Materials/BaseMaterial.BaseMaterial","21","84","4","1","134.162888","0","2803"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","21","2","2","1","2.134161","0","3"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","21","84","1","1","166.860138","0","2449"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","21","63","1","1","124.971031","0","505"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","21","84","1","1","208.863449","0","1017"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","21","63","1","1","124.192665","0","594"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","21","12","1","1","11.848965","0","53"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","21","63","1","1","135.687164","0","721"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","21","44","1","1","51.528179","0","480"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","21","63","1","1","151.488541","0","853"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","21","6","6","1","6.367874","0","7"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","21","42","1","1","44.453053","0","424"
"/Game/StarterContent/Props/Materials/M_Shelf.M_Shelf","21","63","1","1","132.671524","0","711"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","21","63","1","1","135.687805","0","889"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","21","63","1","1","138.043518","0","655"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","21","63","1","1","143.445740","0","822"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","21","63","1","1","133.995850","0","680"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","21","63","1","1","132.263504","0","869"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","21","63","1","1","134.077393","0","886"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","21","63","1","1","144.112228","0","700"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","21","63","1","1","142.115646","0","842"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","21","63","1","1","150.544144","0","712"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","21","63","3","1","152.246002","0","766"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","21","63","1","1","141.390533","0","758"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","21","63","1","1","133.308670","0","710"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","21","63","1","1","133.513092","0","713"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","21","63","1","1","155.032761","0","957"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","21","63","1","1","155.978058","0","926"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","21","63","1","1","133.781647","0","635"
